gene_id,gene_name,gene_type,chrom,start,end,strand
ENSG00000281809.1,LINC01394,lncRNA,chr6,1321698,1324022,-
ENSG00000261730.1,AL034346.1,lncRNA,chr6,1383790,1385066,-
ENSG00000272279.1,AL512329.2,lncRNA,chr6,1528364,1528911,-
ENSG00000280916.2,FOXCUT,lncRNA,chr6,1601654,1607354,+
ENSG00000285603.1,AL035693.1,lncRNA,chr6,2227803,2230261,+
ENSG00000250903.9,GMDS-DT,lncRNA,chr6,2245718,2525976,+
ENSG00000286512.1,AL031768.2,lncRNA,chr6,2353427,2386110,-
ENSG00000272465.1,AL031768.1,lncRNA,chr6,2437549,2438249,+
ENSG00000287903.1,AL359852.2,lncRNA,chr6,2503797,2528665,-
ENSG00000228718.2,LINC02521,lncRNA,chr6,2617144,2640001,+
ENSG00000164385.9,LINC01600,lncRNA,chr6,2621913,2634619,-
ENSG00000230438.7,SERPINB9P1,lncRNA,chr6,2851230,2881407,-
ENSG00000228365.1,AL133351.1,lncRNA,chr6,2916894,2917733,+
ENSG00000244041.7,LINC01011,lncRNA,chr6,2987967,2991173,+
ENSG00000224846.3,NQO2-AS1,lncRNA,chr6,2989335,2999604,-
ENSG00000288612.1,AL133351.4,lncRNA,chr6,3023472,3027426,+
ENSG00000229282.2,AL031963.2,lncRNA,chr6,3055849,3057357,+
ENSG00000272277.1,AL031963.3,lncRNA,chr6,3068045,3068894,-
ENSG00000228170.1,AL031963.1,lncRNA,chr6,3138394,3153062,-
ENSG00000230269.7,LINC02525,lncRNA,chr6,3182626,3195784,-
ENSG00000272320.1,AL445309.1,lncRNA,chr6,3311662,3313650,+
ENSG00000228793.2,AL033523.1,lncRNA,chr6,3585101,3720081,-
ENSG00000270504.1,AL391422.4,lncRNA,chr6,3751111,3753871,+
ENSG00000238158.6,AL391422.3,lncRNA,chr6,3831933,3855737,+
ENSG00000233068.3,AL391422.2,lncRNA,chr6,3831936,3894292,+
ENSG00000260604.2,AL590004.3,lncRNA,chr6,3904920,3911979,-
ENSG00000272248.1,AL138831.2,lncRNA,chr6,4018713,4019202,+
ENSG00000230648.1,AL138831.1,lncRNA,chr6,4018843,4021215,-
ENSG00000254821.1,AL136309.3,lncRNA,chr6,4135423,4146053,+
ENSG00000234817.2,ECI2-DT,lncRNA,chr6,4136072,4157385,+
ENSG00000237716.2,AL136309.2,lncRNA,chr6,4185479,4188950,-
ENSG00000285424.1,AL162718.1,lncRNA,chr6,4304942,4583871,-
ENSG00000231811.3,AL159166.1,lncRNA,chr6,4341756,4347162,-
ENSG00000287761.1,AL162718.3,lncRNA,chr6,4381211,4383597,+
ENSG00000285694.1,AL162718.2,lncRNA,chr6,4449392,4468181,+
ENSG00000260239.2,LINC02533,lncRNA,chr6,4488798,4495769,+
ENSG00000260673.1,AL034376.1,lncRNA,chr6,4599287,4602420,-
ENSG00000205444.3,KU-MEL-3,lncRNA,chr6,4610612,4611919,+
ENSG00000284823.1,AL356747.1,lncRNA,chr6,4714098,4724885,-
ENSG00000236336.1,CDYL-AS1,lncRNA,chr6,4774526,4775408,-
ENSG00000272142.4,LYRM4-AS1,lncRNA,chr6,5003774,5045666,+
ENSG00000271978.1,AL359643.2,lncRNA,chr6,5031756,5054423,-
ENSG00000288548.1,AL035653.1,lncRNA,chr6,5072601,5080946,+
ENSG00000269985.1,AL021328.1,lncRNA,chr6,5451683,5458075,-
ENSG00000270174.1,AL022097.1,lncRNA,chr6,5664985,5695272,-
ENSG00000233064.2,AL136307.1,lncRNA,chr6,5851506,5870220,+
ENSG00000216863.10,LY86-AS1,lncRNA,chr6,6346465,6622771,-
ENSG00000285717.1,AL162719.1,lncRNA,chr6,6450356,6507443,+
ENSG00000261211.1,AL031123.2,lncRNA,chr6,6680309,6683633,-
ENSG00000226281.4,AL031123.1,lncRNA,chr6,6692741,6739030,-
ENSG00000287497.1,AL031123.4,lncRNA,chr6,6710891,6713970,+
ENSG00000288046.1,AL031123.5,lncRNA,chr6,6725036,6733191,+
ENSG00000224532.2,AL136361.1,lncRNA,chr6,6758276,6759291,-
ENSG00000223342.2,AL158817.1,lncRNA,chr6,6901022,6918715,-
ENSG00000203498.3,AL139390.1,lncRNA,chr6,6993191,6995727,+
ENSG00000225092.2,AL355336.1,lncRNA,chr6,7183083,7185287,+
ENSG00000285771.1,AL139095.5,lncRNA,chr6,7258910,7261993,-
ENSG00000238221.1,AL139095.4,lncRNA,chr6,7276031,7298872,+
ENSG00000261189.1,AL031058.1,lncRNA,chr6,7540451,7541338,-
ENSG00000232234.4,AL355499.1,lncRNA,chr6,8102711,8343139,+
ENSG00000285216.1,AL355499.2,lncRNA,chr6,8158162,8760447,+
ENSG00000234763.3,AL359378.1,lncRNA,chr6,8341937,8389183,-
ENSG00000285219.2,HULC,lncRNA,chr6,8435568,9294133,+
ENSG00000225775.1,AL137220.1,lncRNA,chr6,9124221,9161777,-
ENSG00000285278.1,TFAP2A-AS2,lncRNA,chr6,10404502,10407928,+
ENSG00000229950.1,TFAP2A-AS1,lncRNA,chr6,10409340,10416446,+
ENSG00000228478.1,AL138885.2,lncRNA,chr6,10423140,10426176,-
ENSG00000285759.1,AL138885.3,lncRNA,chr6,10426623,10429110,+
ENSG00000183674.12,LINC00518,lncRNA,chr6,10429255,10435015,-
ENSG00000229401.1,MIR5689HG,lncRNA,chr6,10434316,10456781,+
ENSG00000231056.1,LINC02522,lncRNA,chr6,10474500,10478502,-
ENSG00000237685.1,AL139039.3,lncRNA,chr6,10511036,10514546,-
ENSG00000285763.1,AL358777.1,lncRNA,chr6,10659498,10692860,+
ENSG00000272097.2,AL024498.1,lncRNA,chr6,10743324,10747663,-
ENSG00000235051.3,AL357497.1,lncRNA,chr6,10881780,10884349,+
ENSG00000230314.7,ELOVL2-AS1,lncRNA,chr6,11043482,11079154,+
ENSG00000247925.2,AL139807.1,lncRNA,chr6,11173452,11259099,+
ENSG00000287920.1,AL022098.1,lncRNA,chr6,11291299,11296224,+
ENSG00000242753.2,AL445430.2,lncRNA,chr6,11414636,11515710,+
ENSG00000233656.2,AL445430.1,lncRNA,chr6,11417207,11481324,+
ENSG00000271897.1,AL357518.1,lncRNA,chr6,11607552,11607981,+
ENSG00000287593.1,AL022724.3,lncRNA,chr6,11722547,11731923,+
ENSG00000234427.1,AL022724.2,lncRNA,chr6,11810602,11811248,+
ENSG00000225102.2,AL157373.1,lncRNA,chr6,11990338,12001286,-
ENSG00000229896.2,AL157373.2,lncRNA,chr6,12007670,12008856,+
ENSG00000234015.1,LINC02530,lncRNA,chr6,12582915,12585404,-
ENSG00000215022.7,AL008729.1,lncRNA,chr6,13264861,13295586,-
ENSG00000272379.1,AL008729.2,lncRNA,chr6,13290018,13290490,-
ENSG00000237786.1,GFOD1-AS1,lncRNA,chr6,13486294,13486852,+
ENSG00000261071.1,AL441883.1,lncRNA,chr6,13614111,13615155,-
ENSG00000286316.1,Z93020.1,lncRNA,chr6,13671720,13678908,+
ENSG00000272209.1,AL023583.1,lncRNA,chr6,13825432,13826574,+
ENSG00000233981.1,AL022396.1,lncRNA,chr6,14004920,14006901,+
ENSG00000285639.1,AL133259.1,lncRNA,chr6,14152196,14211186,-
ENSG00000286281.1,AL353152.2,lncRNA,chr6,14210293,14214374,+
ENSG00000230631.1,AL353152.1,lncRNA,chr6,14229775,14231570,-
ENSG00000226673.2,LINC01108,lncRNA,chr6,14280127,14285454,-
ENSG00000237346.2,AL080313.2,lncRNA,chr6,14391094,14393929,-
ENSG00000234540.1,AL080313.1,lncRNA,chr6,14394326,14404289,+
ENSG00000286277.1,AL009177.1,lncRNA,chr6,14431683,14502701,+
ENSG00000229646.2,AL109914.1,lncRNA,chr6,14597514,14599690,-
ENSG00000234261.4,AL138720.1,lncRNA,chr6,14661829,15090170,-
ENSG00000271888.1,AL136162.1,lncRNA,chr6,15243923,15245000,-
ENSG00000235488.1,JARID2-AS1,lncRNA,chr6,15247815,15248634,-
ENSG00000287626.1,AL021978.1,lncRNA,chr6,15555780,15559980,+
ENSG00000232947.1,LINC02543,lncRNA,chr6,15994944,15999797,+
ENSG00000282024.1,AL009031.1,lncRNA,chr6,16259101,16264553,-
ENSG00000229931.1,ATXN1-AS1,lncRNA,chr6,16761138,16762652,+
ENSG00000272341.1,AL137003.1,lncRNA,chr6,16764346,16766883,+
ENSG00000287347.1,AL133405.2,lncRNA,chr6,16901104,16952699,-
ENSG00000286631.1,AL133405.1,lncRNA,chr6,17015817,17034396,+
ENSG00000287359.1,AL138740.1,lncRNA,chr6,17092714,17108156,-
ENSG00000287559.1,AL136305.1,lncRNA,chr6,17224243,17281424,-
ENSG00000286885.1,AL138824.1,lncRNA,chr6,17586899,17600191,-
ENSG00000272269.1,NUP153-AS1,lncRNA,chr6,17706257,17707344,+
ENSG00000283408.2,MIR548A1HG,lncRNA,chr6,18522735,18674001,+
ENSG00000231662.1,AL357052.1,lncRNA,chr6,19290319,19321021,-
ENSG00000228412.9,LNC-LBCS,lncRNA,chr6,19323428,19839080,-
ENSG00000287138.1,AL022726.1,lncRNA,chr6,19892397,19894214,+
ENSG00000227803.2,AL158198.1,lncRNA,chr6,20212087,20317739,+
ENSG00000287614.1,AL158198.2,lncRNA,chr6,20265720,20307200,+
ENSG00000286590.1,AL132775.1,lncRNA,chr6,20321461,20333193,+
ENSG00000287483.1,AL132775.2,lncRNA,chr6,20329922,20334411,-
ENSG00000224707.1,E2F3-IT1,lncRNA,chr6,20437821,20440178,+
ENSG00000233848.1,AL513188.1,lncRNA,chr6,20756103,20800694,-
ENSG00000287404.1,AL451080.1,lncRNA,chr6,21233168,21271132,-
ENSG00000227089.2,AL031767.1,lncRNA,chr6,21354411,21355296,-
ENSG00000286368.1,AL031767.2,lncRNA,chr6,21369690,21383200,-
ENSG00000280989.2,LINC00581,lncRNA,chr6,21485896,21521414,-
ENSG00000231754.2,AL512380.1,lncRNA,chr6,21521678,21523783,-
ENSG00000283480.1,AL512380.2,lncRNA,chr6,21528739,21595593,-
ENSG00000272168.8,CASC15,lncRNA,chr6,21664185,22654455,+
ENSG00000260455.2,NBAT1,lncRNA,chr6,22133205,22147193,-
ENSG00000228772.2,AL033539.1,lncRNA,chr6,22589137,22593833,-
ENSG00000286954.1,AL033539.2,lncRNA,chr6,22663507,22675493,+
ENSG00000233358.2,AL035401.1,lncRNA,chr6,22744395,23031780,-
ENSG00000235743.2,AL139231.1,lncRNA,chr6,23337711,23404132,+
ENSG00000272345.1,AL031775.1,lncRNA,chr6,24700907,24701793,-
ENSG00000272402.1,AL031775.2,lncRNA,chr6,24706747,24707151,+
ENSG00000224164.2,LINC02828,lncRNA,chr6,24721658,24751960,+
ENSG00000286633.1,AL160400.1,lncRNA,chr6,25012985,25015696,+
ENSG00000229313.1,AL133268.3,lncRNA,chr6,25041839,25056664,+
ENSG00000223623.1,AL133268.2,lncRNA,chr6,25053627,25057073,-
ENSG00000285801.1,AL133268.4,lncRNA,chr6,25061796,25134971,+
ENSG00000286933.1,AL022170.1,lncRNA,chr6,25632673,25640931,-
ENSG00000272558.1,U91328.2,lncRNA,chr6,25983812,25999167,-
ENSG00000272462.3,U91328.1,lncRNA,chr6,25992641,26001775,+
ENSG00000272810.1,U91328.3,lncRNA,chr6,26013241,26013757,+
ENSG00000283064.1,AL353759.1,lncRNA,chr6,26160765,26172802,-
ENSG00000287050.1,AL021917.1,lncRNA,chr6,26324705,26331900,-
ENSG00000228223.3,HCG11,lncRNA,chr6,26521709,26527404,+
ENSG00000284607.1,AL121936.1,lncRNA,chr6,26569324,26574698,+
ENSG00000275846.1,AL513548.3,lncRNA,chr6,26602733,26606661,+
ENSG00000285571.1,AL513548.4,lncRNA,chr6,26677003,26683211,+
ENSG00000261584.1,AL513548.1,lncRNA,chr6,26686241,26687964,+
ENSG00000224843.8,LINC00240,lncRNA,chr6,26956932,27059749,+
ENSG00000272312.1,AL133255.1,lncRNA,chr6,27001208,27001648,-
ENSG00000287966.1,AL590062.1,lncRNA,chr6,27018935,27020280,-
ENSG00000272468.1,AL021807.1,lncRNA,chr6,27122657,27123221,-
ENSG00000271755.1,AL031118.1,lncRNA,chr6,27404010,27406964,-
ENSG00000285849.1,AL021918.4,lncRNA,chr6,27454568,27457575,+
ENSG00000286652.1,AL021918.5,lncRNA,chr6,27473194,27494436,+
ENSG00000285703.1,AL021918.3,lncRNA,chr6,27491422,27519435,-
ENSG00000287674.1,AL009179.2,lncRNA,chr6,27679971,27680555,-
ENSG00000281706.3,LINC01012,lncRNA,chr6,27694035,27713352,+
ENSG00000287252.1,AL009179.1,lncRNA,chr6,27759870,27763184,+
ENSG00000269293.3,ZSCAN16-AS1,lncRNA,chr6,28015122,28137293,-
ENSG00000272009.1,AL121944.1,lncRNA,chr6,28078792,28081130,-
ENSG00000261839.1,AL358933.1,lncRNA,chr6,28136849,28139678,+
ENSG00000287804.1,Z98745.2,lncRNA,chr6,28476996,28489455,-
ENSG00000286819.1,Z98745.1,lncRNA,chr6,28489896,28491661,+
ENSG00000246350.1,AL049543.1,lncRNA,chr6,28587378,28591747,+
ENSG00000287279.1,AL121932.2,lncRNA,chr6,28634861,28649538,+
ENSG00000235570.1,LINC00533,lncRNA,chr6,28648286,28649066,-
ENSG00000225173.1,AL662890.1,lncRNA,chr6,28837869,28839006,-
ENSG00000225595.2,LINC01623,lncRNA,chr6,28859625,28864630,-
ENSG00000224157.1,HCG14,lncRNA,chr6,28896530,28897322,+
ENSG00000204709.4,LINC01556,lncRNA,chr6,28943877,28944537,+
ENSG00000227214.2,HCG15,lncRNA,chr6,28986203,28987484,+
ENSG00000244349.1,AL662791.1,lncRNA,chr6,28986800,28988536,+
ENSG00000277661.4,AL662791.2,lncRNA,chr6,29036021,29076524,+
ENSG00000227206.1,AL645937.2,lncRNA,chr6,29124210,29128908,+
ENSG00000284656.1,AL645937.4,lncRNA,chr6,29162475,29166201,-
ENSG00000229274.2,LINC02829,lncRNA,chr6,29497475,29510558,+
ENSG00000224582.7,LINC01015,lncRNA,chr6,29528721,29533665,+
ENSG00000214922.9,HLA-F-AS1,lncRNA,chr6,29726601,29749049,-
ENSG00000272236.1,AL645939.4,lncRNA,chr6,29751965,29752207,-
ENSG00000285761.1,AL645939.5,lncRNA,chr6,29752573,29763295,+
ENSG00000281831.1,HCP5B,lncRNA,chr6,29871895,29873783,-
ENSG00000204625.10,HCG9,lncRNA,chr6,29975112,29978410,+
ENSG00000231226.1,TRIM31-AS1,lncRNA,chr6,30105240,30114724,+
ENSG00000270604.5,HCG17,lncRNA,chr6,30234039,30326134,-
ENSG00000231074.9,HCG18,lncRNA,chr6,30286690,30327382,-
ENSG00000286301.1,AL662873.1,lncRNA,chr6,30451139,30456212,+
ENSG00000235781.1,LINC02569,lncRNA,chr6,30516266,30519217,+
ENSG00000224328.1,MDC1-AS1,lncRNA,chr6,30703067,30713184,+
ENSG00000272540.1,AL662797.1,lncRNA,chr6,30723105,30723877,-
ENSG00000272273.1,IER3-AS1,lncRNA,chr6,30742929,30743592,+
ENSG00000228022.6,HCG20,lncRNA,chr6,30743790,30792250,+
ENSG00000214894.6,LINC00243,lncRNA,chr6,30798654,30830659,-
ENSG00000237923.1,LINC02570,lncRNA,chr6,30839526,30848159,-
ENSG00000237775.1,DDR1-DT,lncRNA,chr6,30866982,30875918,-
ENSG00000288473.1,AL669830.1,lncRNA,chr6,30908242,30926459,+
ENSG00000233529.1,HCG21,lncRNA,chr6,30945979,30954862,-
ENSG00000204528.3,PSORS1C3,lncRNA,chr6,31173735,31177899,-
ENSG00000272501.1,AL662844.4,lncRNA,chr6,31195200,31198037,-
ENSG00000206344.7,HCG27,lncRNA,chr6,31197760,31203968,+
ENSG00000271821.1,AL662844.3,lncRNA,chr6,31200165,31201918,-
ENSG00000256166.1,LINC02571,lncRNA,chr6,31293908,31301642,-
ENSG00000285647.1,AL671883.3,lncRNA,chr6,31367057,31376088,+
ENSG00000272221.1,AL645933.2,lncRNA,chr6,31394289,31395495,-
ENSG00000288587.1,AL645933.3,lncRNA,chr6,31400702,31463705,+
ENSG00000230174.1,LINC01149,lncRNA,chr6,31441667,31446973,+
ENSG00000206337.12,HCP5,lncRNA,chr6,31463170,31478936,+
ENSG00000286940.1,MICB-DT,lncRNA,chr6,31479973,31494935,-
ENSG00000234006.1,DDX39B-AS1,lncRNA,chr6,31542304,31543138,+
ENSG00000227198.1,C6orf47-AS1,lncRNA,chr6,31658329,31660721,+
ENSG00000235663.1,SAPCD1-AS1,lncRNA,chr6,31764310,31765588,-
ENSG00000285565.1,AL671762.1,lncRNA,chr6,31828834,31839719,+
ENSG00000204387.14,SNHG32,lncRNA,chr6,31834608,31839766,+
ENSG00000237080.3,EHMT2-AS1,lncRNA,chr6,31877808,31884204,+
ENSG00000281756.1,C2-AS1,lncRNA,chr6,31934474,31941724,-
ENSG00000233627.2,C4A-AS1,lncRNA,chr6,31999976,32003521,-
ENSG00000229776.1,C4B-AS1,lncRNA,chr6,32032713,32036258,-
ENSG00000284829.1,AL662884.2,lncRNA,chr6,32098176,32117610,-
ENSG00000286974.1,AL662884.5,lncRNA,chr6,32108406,32112849,+
ENSG00000284954.1,AL662884.3,lncRNA,chr6,32152802,32154365,-
ENSG00000273333.2,AL662884.1,lncRNA,chr6,32184733,32185882,-
ENSG00000225914.3,TSBP1-AS1,lncRNA,chr6,32254640,32407763,+
ENSG00000223534.1,HLA-DQB1-AS1,lncRNA,chr6,32659880,32660729,+
ENSG00000232080.5,AL662789.1,lncRNA,chr6,32718005,32719170,+
ENSG00000204261.9,PSMB8-AS1,lncRNA,chr6,32844078,32846500,+
ENSG00000223837.2,AL645941.1,lncRNA,chr6,32970232,32970886,+
ENSG00000263756.1,AL645941.3,lncRNA,chr6,32972065,32972853,-
ENSG00000230313.1,HCG24,lncRNA,chr6,33144783,33147767,+
ENSG00000272217.1,AL645940.1,lncRNA,chr6,33246075,33246856,-
ENSG00000232940.6,HCG25,lncRNA,chr6,33249534,33255167,+
ENSG00000274259.2,SYNGAP1-AS1,lncRNA,chr6,33437363,33454453,-
ENSG00000197251.3,LINC00336,lncRNA,chr6,33586106,33593338,-
ENSG00000287089.1,AL138889.3,lncRNA,chr6,33800142,33802960,+
ENSG00000249346.7,LINC01016,lncRNA,chr6,33867506,33896914,-
ENSG00000233183.3,AL138889.1,lncRNA,chr6,33891327,33927631,+
ENSG00000225339.4,AL354740.1,lncRNA,chr6,34248535,34286768,+
ENSG00000272288.6,ILRUN-AS1,lncRNA,chr6,34696317,34697470,+
ENSG00000286550.1,AL591002.1,lncRNA,chr6,35041116,35058015,-
ENSG00000272374.1,Z97832.2,lncRNA,chr6,35220370,35224630,-
ENSG00000228559.2,AL033519.4,lncRNA,chr6,35539838,35546573,+
ENSG00000287458.1,AL033519.5,lncRNA,chr6,35650997,35652856,+
ENSG00000232909.1,AL157823.2,lncRNA,chr6,35733867,35736947,-
ENSG00000246982.7,Z84485.1,lncRNA,chr6,36146698,36197205,-
ENSG00000224666.3,ETV7-AS1,lncRNA,chr6,36386831,36393462,+
ENSG00000281450.1,PANDAR,lncRNA,chr6,36673621,36675126,-
ENSG00000285244.1,DINOL,lncRNA,chr6,36677609,36678559,-
ENSG00000285888.1,Z85996.2,lncRNA,chr6,36768485,36774651,+
ENSG00000287891.1,Z85996.3,lncRNA,chr6,36841430,36844402,-
ENSG00000232598.2,AL122034.1,lncRNA,chr6,36940071,36944675,-
ENSG00000286672.1,AL096712.2,lncRNA,chr6,37301210,37305176,-
ENSG00000204110.6,LINC02520,lncRNA,chr6,37507348,37535616,+
ENSG00000227920.3,AL353597.1,lncRNA,chr6,37545145,37550860,+
ENSG00000225945.1,AL121574.1,lncRNA,chr6,37815777,37819218,-
ENSG00000226533.1,BTBD9-AS1,lncRNA,chr6,38481692,38482531,+
ENSG00000236355.2,AL391415.1,lncRNA,chr6,38714051,38715217,-
ENSG00000231150.5,DNAH8-AS1,lncRNA,chr6,38923029,38953099,-
ENSG00000235033.7,DAAM2-AS1,lncRNA,chr6,39881804,39900071,-
ENSG00000227131.1,AL139275.2,lncRNA,chr6,40271566,40276237,-
ENSG00000204091.8,TDRG1,lncRNA,chr6,40334775,40387590,+
ENSG00000204092.2,LINC00951,lncRNA,chr6,40344344,40346151,-
ENSG00000226070.1,AL139275.1,lncRNA,chr6,40358744,40369474,-
ENSG00000236075.1,AL359475.1,lncRNA,chr6,40501631,40502393,-
ENSG00000226454.3,AL033380.1,lncRNA,chr6,40505507,40523963,-
ENSG00000237947.1,AL583854.1,lncRNA,chr6,40713411,40715363,-
ENSG00000287678.1,AL031778.1,lncRNA,chr6,41080624,41101056,-
ENSG00000234753.5,FOXP4-AS1,lncRNA,chr6,41494853,41548621,-
ENSG00000226917.6,LINC01276,lncRNA,chr6,41499033,41519852,+
ENSG00000231102.1,AL035588.1,lncRNA,chr6,41720396,41734032,+
ENSG00000269387.1,AL365205.4,lncRNA,chr6,41764292,41764460,-
ENSG00000268745.1,AL365205.3,lncRNA,chr6,41791410,41791477,+
ENSG00000227516.1,AL160163.1,lncRNA,chr6,41868622,41869731,+
ENSG00000223946.1,AL513008.1,lncRNA,chr6,42030053,42031382,+
ENSG00000261068.2,AL512274.1,lncRNA,chr6,42092233,42094259,-
ENSG00000288010.1,AL035587.3,lncRNA,chr6,42893761,42903072,-
ENSG00000287825.1,AL035587.2,lncRNA,chr6,42928287,42929457,-
ENSG00000231113.2,AL035587.1,lncRNA,chr6,42940364,42948360,+
ENSG00000272223.1,AL136304.1,lncRNA,chr6,43033897,43034405,-
ENSG00000272170.1,AL355385.1,lncRNA,chr6,43074331,43074739,-
ENSG00000245261.1,AL133375.1,lncRNA,chr6,43213801,43223860,-
ENSG00000287055.1,AL359813.1,lncRNA,chr6,43370026,43425283,+
ENSG00000287266.1,AL359813.2,lncRNA,chr6,43403815,43408341,-
ENSG00000271754.1,AL355802.3,lncRNA,chr6,43519180,43519724,-
ENSG00000203362.2,POLH-AS1,lncRNA,chr6,43588230,43591362,-
ENSG00000236961.1,AL136131.2,lncRNA,chr6,43722786,43737834,-
ENSG00000272114.1,AL136131.3,lncRNA,chr6,43770429,43770616,-
ENSG00000283573.1,AL157371.2,lncRNA,chr6,43803193,43842625,+
ENSG00000283215.2,LINC02537,lncRNA,chr6,43844878,43852317,-
ENSG00000223469.1,AL157371.1,lncRNA,chr6,43851757,43852333,-
ENSG00000237686.7,AL109615.3,lncRNA,chr6,43995723,44074652,-
ENSG00000181577.16,C6orf223,lncRNA,chr6,44000580,44007612,+
ENSG00000231881.2,AL109615.2,lncRNA,chr6,44058792,44089288,+
ENSG00000287562.1,AL109615.4,lncRNA,chr6,44090787,44095585,-
ENSG00000237530.2,AL136140.1,lncRNA,chr6,44513262,44527448,+
ENSG00000286417.1,AL133334.1,lncRNA,chr6,44727921,44830188,+
ENSG00000271857.1,AL096865.1,lncRNA,chr6,45421079,45422005,-
ENSG00000261080.1,RUNX2-AS1,lncRNA,chr6,45573346,45576770,-
ENSG00000231769.3,AL035701.1,lncRNA,chr6,46096004,46129857,-
ENSG00000236466.2,AL035670.1,lncRNA,chr6,46492052,46606162,+
ENSG00000242973.6,AL591242.1,lncRNA,chr6,46670444,46688165,-
ENSG00000236164.1,AL161618.1,lncRNA,chr6,46758296,46761158,-
ENSG00000225730.1,ADGRF5-AS1,lncRNA,chr6,46903471,46909078,+
ENSG00000287485.1,AL451166.1,lncRNA,chr6,47374561,47397398,-
ENSG00000270761.1,AL355353.1,lncRNA,chr6,47477243,47477572,-
ENSG00000226594.1,AL356421.2,lncRNA,chr6,47729827,47740741,-
ENSG00000286811.1,AL353138.1,lncRNA,chr6,48069213,48111078,-
ENSG00000287137.1,AL391538.1,lncRNA,chr6,48754649,48795513,-
ENSG00000235122.4,AL121974.1,lncRNA,chr6,49714325,49820503,+
ENSG00000226707.1,AL359458.1,lncRNA,chr6,49823712,49824782,-
ENSG00000226733.4,AL138826.1,lncRNA,chr6,50093389,50181007,+
ENSG00000286405.1,AL132799.1,lncRNA,chr6,50411844,50415875,+
ENSG00000233470.1,AL360175.1,lncRNA,chr6,50514035,50521104,+
ENSG00000230472.5,AL135908.1,lncRNA,chr6,50587607,50637205,-
ENSG00000228689.8,AL355997.1,lncRNA,chr6,51599723,51623428,+
ENSG00000225613.2,LINCMD1,lncRNA,chr6,52146814,52151119,-
ENSG00000225791.7,TRAM2-AS1,lncRNA,chr6,52576787,52643058,+
ENSG00000261745.2,AL512347.1,lncRNA,chr6,53125644,53126146,-
ENSG00000271367.1,AL034374.1,lncRNA,chr6,53350158,53350705,+
ENSG00000249379.2,AL033397.2,lncRNA,chr6,53503109,53507660,+
ENSG00000231683.6,AL033397.1,lncRNA,chr6,53561289,53617171,-
ENSG00000235899.2,LINC01564,lncRNA,chr6,53616471,53631400,+
ENSG00000227885.3,AL590652.1,lncRNA,chr6,53739266,53794904,-
ENSG00000271218.1,AL033384.2,lncRNA,chr6,53918974,53920788,-
ENSG00000236740.6,AL033384.1,lncRNA,chr6,53930022,53997667,+
ENSG00000235050.6,MLIP-AS1,lncRNA,chr6,53978549,54079726,-
ENSG00000236996.1,MLIP-IT1,lncRNA,chr6,53998890,54007152,+
ENSG00000287745.1,AL359380.1,lncRNA,chr6,54190206,54190709,+
ENSG00000228231.2,TINAG-AS1,lncRNA,chr6,54365335,54369971,-
ENSG00000224984.1,AL512363.1,lncRNA,chr6,54840118,54840855,-
ENSG00000261116.1,AL049555.1,lncRNA,chr6,54943167,54945099,+
ENSG00000227602.1,AL031779.1,lncRNA,chr6,56331788,56332117,-
ENSG00000231441.2,DST-AS1,lncRNA,chr6,56843928,56864078,+
ENSG00000226803.9,ZNF451-AS1,lncRNA,chr6,57114894,57174236,-
ENSG00000266579.1,FO680682.1,lncRNA,chr6,57493855,57497691,+
ENSG00000272541.1,AL021368.3,lncRNA,chr6,57855891,57856468,-
ENSG00000286723.1,AL021368.5,lncRNA,chr6,57880071,57884297,-
ENSG00000271761.1,AL021368.1,lncRNA,chr6,57902609,57903148,-
ENSG00000272316.1,AL021368.2,lncRNA,chr6,57908560,57913911,-
ENSG00000283352.1,AL021368.4,lncRNA,chr6,57919912,57961382,-
ENSG00000225096.3,AL445250.1,lncRNA,chr6,57961438,58438364,+
ENSG00000275773.1,AL590227.1,lncRNA,chr6,60723148,60723898,+
ENSG00000287598.1,AL512427.2,lncRNA,chr6,60789805,60942327,+
ENSG00000250686.2,KHDRBS2-OT1,lncRNA,chr6,61630233,61681049,-
ENSG00000287679.1,AL355347.1,lncRNA,chr6,61870097,61893882,+
ENSG00000266680.1,AL135905.1,lncRNA,chr6,63571005,63572408,-
ENSG00000236345.1,SCAT8,lncRNA,chr6,63806836,63822642,+
ENSG00000232120.1,AL357375.1,lncRNA,chr6,64377795,64412779,+
ENSG00000227706.4,AL713998.1,lncRNA,chr6,67878316,67889339,-
ENSG00000286680.1,AL713998.3,lncRNA,chr6,67884041,67986503,+
ENSG00000287557.1,AL713998.4,lncRNA,chr6,67888977,67998751,+
ENSG00000285838.2,AL646090.2,lncRNA,chr6,68040290,68093001,+
ENSG00000223504.1,AL646090.1,lncRNA,chr6,68055351,68060502,+
ENSG00000286564.1,AL593844.1,lncRNA,chr6,68223667,68242364,+
ENSG00000226497.1,LINC02549,lncRNA,chr6,68226972,68329899,-
ENSG00000288088.1,AL606923.2,lncRNA,chr6,68332019,68576191,-
ENSG00000230910.4,AL391807.1,lncRNA,chr6,68627879,68635161,-
ENSG00000253809.1,AL160262.1,lncRNA,chr6,70222758,70242156,+
ENSG00000287300.1,AL080275.1,lncRNA,chr6,70345919,70351802,-
ENSG00000237643.2,AL365226.1,lncRNA,chr6,70394881,70403117,+
ENSG00000224349.2,FAM135A-AS1,lncRNA,chr6,70412828,70413950,-
